r3Ptstat,3PtStat,collegeServicableShooter,age,height,Oposs,avgPosition,avgRole,PlusMinus,usg,efg,ts,dunks,dunkAtts,close2,close2Atts,close2Pct,far2,far2Atts,far2Pct,ft,ftAtts,ftPct,2p,2pAtt,2pPct,3pr,3p,3Pp100,3pAtts,3PAp100,3pPct,N1Sage,N1Susg,N1Sefg,N1Sts,N1Sdunks,N1SdunkAtts,N1Sclose2,N1Sclose2Atts,N1Sclose2Pct,N1Sfar2,N1Sfar2Atts,N1Sfar2Pct,N1Sft,N1SftAtts,N1SftPct,N1S2p,N1S2pAtt,N1S2pPct,N1S3pr,N1S3p,N1S3pAtts,N1S3pPct,N2Sage,N2Susg,N2Sefg,N2Sts,N2Sdunks,N2SdunkAtts,N2Sclose2,N2Sclose2Atts,N2Sclose2Pct,N2Sfar2,N2Sfar2Atts,N2Sfar2Pct,N2Sft,N2SftAtts,N2SftPct,N2S2p,N2S2pAtt,N2S2pPct,N2S3pr,N2S3p,N2S3pAtts,N2S3pPct,OBPR,BPR,Box OBPR,Box BPR,AdjTeamOffEff,AdjTeamEffmargin
0.485232728,0.82520352,TRUE,23,79,1788,1.6,1.9,264,18.4,56.4,59.6,14,15,73,102,0.716,44,101,0.436,74,97,0.763,117,203,0.576,31.9,34,1.901565996,95,5.313199105,0.358,22,21.5,53.7,56.9,22,23,119,157,0.758,60,167,0.359,103,147,0.701,179,324,0.552,13.6,15,51,0.294,20,15.3,47.6,50,4,4,42,67,0.627,33,93,0.355,40,67,0.597,75,160,0.469,4.2,3,7,0.429,2.39,4.24,2.22,3.04,109.2,19.2
0.262202212,0.876091216,TRUE,18,80,1770,5,2.9,268,31.6,51.1,55.8,61,66,124,199,0.623,74,193,0.383,160,214,0.748,198,393,0.504,21.2,38,2.146892655,106,5.988700565,0.358,18,31.6,51.1,55.8,61,66,124,199,0.623,74,193,0.383,160,214,0.748,198,393,0.504,21.2,38,106,0.358,18,31.6,51.1,55.8,61,66,124,199,0.623,74,193,0.383,160,214,0.748,198,393,0.504,21.2,38,106,0.358,4,5.86,4.29,5.63,115.9,12.5
0.75443966,0.976066489,TRUE,19,79,1278,3.6,3,137,22,51.2,55.5,17,22,48,77,0.623,28,75,0.373,79,110,0.718,76,153,0.497,38.3,34,2.660406886,95,7.433489828,0.358,19,22,51.2,55.5,17,22,48,77,0.623,28,75,0.373,79,110,0.718,76,153,0.497,38.3,34,95,0.358,19,22,51.2,55.5,17,22,48,77,0.623,28,75,0.373,79,110,0.718,76,153,0.497,38.3,34,95,0.358,1.9,4.34,2.02,4.21,105,9.6
1.0797985,1.008847333,TRUE,18,78,2040,3.2,2.9,306,21.6,50.3,56.8,10,11,62,110,0.564,45,114,0.395,151,186,0.812,107,224,0.478,42,58,2.843137255,162,7.941176471,0.358,18,21.6,50.3,56.8,10,11,62,110,0.564,45,114,0.395,151,186,0.812,107,224,0.478,42,58,162,0.358,18,21.6,50.3,56.8,10,11,62,110,0.564,45,114,0.395,151,186,0.812,107,224,0.478,42,58,162,0.358,3.27,4.8,2.52,3.07,108.3,13.4
0.933060877,1.097680806,TRUE,19,76,1904,2.6,2.2,321,27.7,53.4,58,28,31,110,162,0.679,29,100,0.29,154,207,0.744,139,261,0.533,40.7,64,3.361344538,179,9.401260504,0.358,18,25.5,45.5,49.7,7,9,52,83,0.627,12,43,0.279,53,73,0.726,64,126,0.508,43.5,25,97,0.258,18,25.5,45.5,49.7,7,9,52,83,0.627,12,43,0.279,53,73,0.726,64,126,0.508,43.5,25,97,0.258,5.34,6.15,4,5.29,123.6,27.7
0.74360628,0.830353438,TRUE,20,80,1458,4.4,1,267,30.8,55.9,61.5,47,48,137,213,0.643,25,74,0.338,151,188,0.803,162,287,0.564,21.4,28,1.920438957,78,5.349794239,0.359,19,24.4,49.3,50.8,17,22,52,89,0.584,8,26,0.308,27,47,0.574,60,116,0.517,20.5,8,30,0.267,19,24.4,49.3,50.8,17,22,52,89,0.584,8,26,0.308,27,47,0.574,60,116,0.517,20.5,8,30,0.267,2.74,6.52,3.07,4.96,103.7,16.7
1.061301701,0.959735679,TRUE,21,78,1791,1.8,1,59,25.3,51.9,56,8,8,49,71,0.69,89,200,0.445,99,124,0.798,138,271,0.509,32.1,46,2.568397543,128,7.146845338,0.359,20,16.3,53.1,56.8,13,15,53,86,0.616,48,102,0.471,67,85,0.788,101,188,0.537,34.3,34,98,0.347,19,16,49.1,52.6,5,6,42,68,0.618,48,101,0.475,54,78,0.692,90,169,0.533,19.9,9,42,0.214,2.26,4,1.61,3.19,103.6,1.2
0.901744254,0.987284281,TRUE,19,75,2023,1,1,-25,28.2,52,56.3,22,22,103,161,0.64,33,107,0.308,143,200,0.715,136,267,0.509,36.4,55,2.718734553,153,7.56302521,0.359,19,28.2,52,56.3,22,22,103,161,0.64,33,107,0.308,143,200,0.715,136,267,0.509,36.4,55,153,0.359,19,28.2,52,56.3,22,22,103,161,0.64,33,107,0.308,143,200,0.715,136,267,0.509,36.4,55,153,0.359,3.72,4.42,3.46,5.08,106.3,-3.6
0.559016994,1.171132042,TRUE,22,79,1729,4.6,2.4,291,27.5,54.4,57.7,17,18,92,137,0.672,89,194,0.459,112,141,0.794,181,331,0.547,35.7,66,3.817235396,184,10.64198959,0.359,20,18.7,51.1,54.9,14,15,66,92,0.717,39,108,0.361,70,89,0.787,105,200,0.525,35.7,36,111,0.324,20,18.7,51.1,54.9,14,15,66,92,0.717,39,108,0.361,70,89,0.787,105,200,0.525,35.7,36,111,0.324,3.5,6.53,3.79,5.38,116,27.7
0.731695018,1.072329789,TRUE,21,80,1666,3.4,2.7,120,27.2,49.3,53.7,14,15,78,123,0.634,52,156,0.333,110,143,0.769,130,278,0.468,34.6,53,3.181272509,147,8.823529412,0.361,20,26.1,55.8,57.3,15,18,71,106,0.67,30,86,0.349,63,98,0.643,103,196,0.526,42.9,59,147,0.401,20,26.1,55.8,57.3,15,18,71,106,0.67,30,86,0.349,63,98,0.643,103,196,0.526,42.9,59,147,0.401,3.61,4.41,3.64,4.82,111.2,5.7
0.966584916,1.443205793,TRUE,19,74,2046,1,1,110,38.4,51.9,58.6,0,0,105,201,0.522,38,89,0.427,236,274,0.861,143,290,0.493,53,118,5.767350929,327,15.98240469,0.361,19,38.4,51.9,58.6,0,0,105,201,0.522,38,89,0.427,236,274,0.861,143,290,0.493,53,118,327,0.361,19,38.4,51.9,58.6,0,0,105,201,0.522,38,89,0.427,236,274,0.861,143,290,0.493,53,118,327,0.361,6.25,6.74,6.62,7.76,115.2,18.2
0.842430769,1.000598055,TRUE,18,75,2038,1.4,1.1,138,24.7,52,55.9,6,6,117,203,0.576,33,93,0.355,105,131,0.802,150,296,0.507,34.2,56,2.747791953,154,7.55642787,0.364,17,22,50.7,54.8,2,2,73,128,0.57,30,84,0.357,90,115,0.783,103,212,0.486,41.6,54,151,0.358,17,22,50.7,54.8,2,2,73,128,0.57,30,84,0.357,90,115,0.783,103,212,0.486,41.6,54,151,0.358,3,4.08,1.71,2.89,105.8,6.2
0.61172502,1.246010958,TRUE,20,76,1905,1.6,1,301,31.1,45.8,51.1,0,1,47,96,0.49,66,193,0.342,149,196,0.76,113,290,0.39,43.4,81,4.251968504,222,11.65354331,0.365,19,29.2,44,47.7,0,0,23,58,0.397,32,86,0.372,47,63,0.746,55,144,0.382,41.9,36,104,0.346,19,29.2,44,47.7,0,0,23,58,0.397,32,86,0.372,47,63,0.746,55,144,0.382,41.9,36,104,0.346,3.45,6.34,2.35,3.89,107.4,12.7
0.775926865,1.250074297,TRUE,19,79,1663,3.2,2.8,264,25,53.6,57.3,30,35,84,128,0.656,54,137,0.394,93,110,0.845,138,262,0.527,42.5,71,4.269392664,194,11.66566446,0.366,18,25.5,56.3,58,38,41,87,125,0.696,34,94,0.362,63,92,0.685,121,220,0.55,39.6,56,144,0.389,18,25.5,56.3,58,38,41,87,125,0.696,34,94,0.362,63,92,0.685,121,220,0.55,39.6,56,144,0.389,4.77,7.02,4.7,6.19,117.5,26.2
0.67,1.026377996,TRUE,19,75,1954,1,1,385,36,54.7,60.8,28,31,160,264,0.606,34,92,0.37,211,259,0.815,194,356,0.545,29.9,56,2.86591607,152,7.778915046,0.368,18,22.9,50,56.3,15,15,89,147,0.605,12,43,0.279,107,134,0.799,103,196,0.526,29.5,24,82,0.293,18,22.9,50,56.3,15,15,89,147,0.605,12,43,0.279,107,134,0.799,103,196,0.526,29.5,24,82,0.293,6.08,7.71,6.14,7.21,112.9,19.9
0.766913815,1.291881475,TRUE,21,80,2272,2.5,2.3,420,23.9,53,55.5,13,13,83,130,0.638,73,176,0.415,98,131,0.748,156,306,0.51,47.8,103,4.533450704,280,12.32394366,0.368,20,20.4,50.8,52.8,12,12,100,149,0.671,59,146,0.404,64,96,0.667,159,296,0.537,28.8,35,120,0.292,19,19.2,52,54.7,6,7,72,100,0.72,57,137,0.416,66,93,0.71,129,237,0.544,28,28,92,0.304,5.44,6.89,4.06,4.74,117.2,17.8
0.952239886,1.297851995,TRUE,21,73,1616,1.5,1,369,27.1,53.2,58.3,1,1,60,88,0.682,47,121,0.388,118,138,0.855,107,209,0.512,49,74,4.579207921,201,12.43811881,0.368,19,25.3,51.1,55.4,0,0,45,73,0.616,40,96,0.417,88,104,0.846,85,164,0.518,58.2,77,228,0.338,18,18,50,52,0,0,20,40,0.5,22,66,0.333,32,44,0.727,42,106,0.396,57.9,56,146,0.384,4.59,6.57,4.2,5.21,112,25.4
0.882275467,1.171506364,TRUE,19,77,2014,2,2.6,393,20,53.8,57.3,7,7,63,89,0.708,23,77,0.299,75,90,0.833,86,166,0.518,55,75,3.723932473,203,10.07944389,0.369,19,20,53.8,57.3,7,7,63,89,0.708,23,77,0.299,75,90,0.833,86,166,0.518,55,75,203,0.369,19,20,53.8,57.3,7,7,63,89,0.708,23,77,0.299,75,90,0.833,86,166,0.518,55,75,203,0.369,2.76,4.89,1.28,1.89,113.8,30
0.758234067,0.953543804,TRUE,18,78,1756,3.3,3,484,26,50.1,55.1,16,16,64,119,0.538,67,155,0.432,132,178,0.742,131,274,0.478,29.7,43,2.448747153,116,6.605922551,0.371,18,26,50.1,55.1,16,16,64,119,0.538,67,155,0.432,132,178,0.742,131,274,0.478,29.7,43,116,0.371,18,26,50.1,55.1,16,16,64,119,0.538,67,155,0.432,132,178,0.742,131,274,0.478,29.7,43,116,0.371,3.67,6.62,3.09,4.73,115,27
0.881452892,1.007073405,TRUE,22,78,1900,3.3,3.5,133,20.7,55.5,58.4,26,27,76,110,0.691,33,87,0.379,78,106,0.736,109,197,0.553,41.5,52,2.736842105,140,7.368421053,0.371,22,20.7,55.5,58.4,26,27,76,110,0.691,33,87,0.379,78,106,0.736,109,197,0.553,41.5,52,140,0.371,22,20.7,55.5,58.4,26,27,76,110,0.691,33,87,0.379,78,106,0.736,109,197,0.553,41.5,52,140,0.371,1.47,1.97,2.45,3.7,112.5,6.3
1.339779982,1.442119852,TRUE,20,75,1231,2.4,1.3,164,28.7,54.9,59.6,4,4,66,101,0.653,17,53,0.321,94,109,0.862,83,154,0.539,54.7,69,5.605199025,186,15.10966694,0.371,19,21,56.9,57.5,1,1,30,55,0.545,7,31,0.226,16,24,0.667,37,86,0.43,62.8,63,145,0.434,19,21,56.9,57.5,1,1,30,55,0.545,7,31,0.226,16,24,0.667,37,86,0.43,62.8,63,145,0.434,2.33,4.86,1.27,2.19,101.8,12.9
0.481916175,0.910807261,TRUE,21,76,1885,1.3,1,148,29.3,49.9,54.1,27,29,99,157,0.631,42,138,0.304,132,190,0.695,142,298,0.477,27.5,42,2.228116711,113,5.99469496,0.372,20,30,50.9,54.6,17,18,97,167,0.581,61,146,0.418,118,172,0.686,158,313,0.505,19.7,27,77,0.351,20,30,50.9,54.6,17,18,97,167,0.581,61,146,0.418,118,172,0.686,158,313,0.505,19.7,27,77,0.351,3.69,6.89,2.79,5.2,105.8,6.5
0.829802025,1.181143896,TRUE,19,78,2212,2.8,2.9,476,23.5,53.7,57.7,38,42,111,174,0.638,24,86,0.279,136,178,0.764,135,260,0.519,46.2,83,3.752260398,223,10.08137432,0.372,18,18.7,57.2,62.5,13,14,39,56,0.696,11,40,0.275,66,78,0.846,50,96,0.521,48.7,38,91,0.418,18,18.7,57.2,62.5,13,14,39,56,0.696,11,40,0.275,66,78,0.846,50,96,0.521,48.7,38,91,0.418,4.46,5.71,4.35,4.91,118.2,29.8
0.910664812,1.306197815,TRUE,20,74,1794,1.1,1,376,31.3,52.9,56.7,3,3,53,87,0.609,96,208,0.462,126,161,0.783,149,294,0.507,42.8,82,4.570791527,220,12.26309922,0.373,19,29.6,48.2,53.1,1,1,59,113,0.522,53,134,0.396,119,149,0.799,112,247,0.453,45.5,71,206,0.345,19,29.6,48.2,53.1,1,1,59,113,0.522,53,134,0.396,119,149,0.799,112,247,0.453,45.5,71,206,0.345,5.24,6.89,5.39,6.13,116.6,20
1.115816472,1.06541981,TRUE,20,77,1910,1.7,1.5,335,26.4,54.6,58.6,12,12,91,150,0.607,41,96,0.427,112,144,0.778,132,246,0.537,38.7,58,3.036649215,155,8.115183246,0.374,19,21,55.4,57.5,4,4,61,103,0.592,5,25,0.2,46,63,0.73,66,128,0.516,53.6,58,148,0.392,19,21,55.4,57.5,4,4,61,103,0.592,5,25,0.2,46,63,0.73,66,128,0.516,53.6,58,148,0.392,3.11,5.4,1.78,3.31,116.8,26.6
0.723370237,1.111873975,TRUE,18,77,1456,2.4,3.6,159,19,52.4,54.5,21,25,51,90,0.567,28,68,0.412,47,68,0.691,79,160,0.494,44.4,48,3.296703297,128,8.791208791,0.375,18,19,52.4,54.5,21,25,51,90,0.567,28,68,0.412,47,68,0.691,79,160,0.494,44.4,48,128,0.375,18,19,52.4,54.5,21,25,51,90,0.567,28,68,0.412,47,68,0.691,79,160,0.494,44.4,48,128,0.375,2.23,2.79,2.41,2.95,111.6,8.3
0.290714981,0.810127054,TRUE,22,79,1831,3.2,1.9,85,22.6,53.2,58.5,12,17,88,134,0.657,31,93,0.333,122,159,0.767,119,229,0.52,27.1,32,1.747678864,85,4.642271983,0.376,21,22.2,48.8,53.7,12,12,111,176,0.631,23,87,0.264,108,156,0.692,134,263,0.51,10.2,6,30,0.2,20,18.5,42.3,46.3,7,9,41,79,0.519,16,58,0.276,47,79,0.595,57,137,0.416,12.2,6,19,0.316,2.42,3.98,2.57,3.78,105.7,3.8
0.512606672,0.893204116,TRUE,20,73,1648,1,1,195,33.3,47.5,53.3,0,0,93,191,0.487,76,182,0.418,145,180,0.806,169,373,0.453,20,35,2.123786408,93,5.643203883,0.376,19,26.5,51.7,57.5,0,0,52,93,0.559,26,73,0.356,70,84,0.833,78,166,0.47,19.4,19,40,0.475,19,26.5,51.7,57.5,0,0,52,93,0.559,26,73,0.356,70,84,0.833,78,166,0.47,19.4,19,40,0.475,8.32,9.25,6.7,8.1,120.4,10.4
0.683212412,1.352944379,TRUE,22,80,1313,4.1,2.2,343,26.4,57.3,62.9,19,20,76,101,0.752,41,101,0.406,144,171,0.842,117,202,0.579,45.7,64,4.874333587,170,12.94744859,0.376,21,26.8,51.4,56.5,21,26,95,133,0.714,42,122,0.344,129,163,0.791,137,256,0.535,36.6,47,148,0.318,21,26.8,51.4,56.5,21,26,95,133,0.714,42,122,0.344,129,163,0.791,137,256,0.535,36.6,47,148,0.318,4.5,7.07,2.92,3.64,117.2,28.7
0.162891068,0.572145384,FALSE,23,81,1615,4.9,3.2,117,23.6,51.4,55,67,79,100,138,0.725,59,176,0.335,128,198,0.646,159,313,0.508,10.6,14,0.866873065,37,2.291021672,0.378,22,19,61.8,64.4,79,87,119,150,0.793,65,146,0.445,105,146,0.719,184,297,0.62,2.6,3,8,0.375,22,19,61.8,64.4,79,87,119,150,0.793,65,146,0.445,105,146,0.719,184,297,0.62,2.6,3,8,0.375,3.09,5.02,2.97,4.39,111.4,4.8
0.605471469,0.835315205,TRUE,19,80,1843,3.5,2.5,312,27.3,55.2,56,57,67,131,190,0.689,55,149,0.369,98,173,0.566,186,339,0.549,21,34,1.844818231,90,4.883342377,0.378,19,27.3,55.2,56,57,67,131,190,0.689,55,149,0.369,98,173,0.566,186,339,0.549,21,34,90,0.378,19,27.3,55.2,56,57,67,131,190,0.689,55,149,0.369,98,173,0.566,186,339,0.549,21,34,90,0.378,4.32,6.92,3.97,6.2,115.7,15.6
0.654720398,0.916821046,TRUE,18,73,2119,1,1.7,480,19.9,48.9,57.5,0,0,51,87,0.586,37,113,0.327,144,162,0.889,88,200,0.44,38.3,47,2.218027371,124,5.851816895,0.379,18,19.9,48.9,57.5,0,0,51,87,0.586,37,113,0.327,144,162,0.889,88,200,0.44,38.3,47,124,0.379,18,19.9,48.9,57.5,0,0,51,87,0.586,37,113,0.327,144,162,0.889,88,200,0.44,38.3,47,124,0.379,5.22,7.14,4.36,5.79,119.8,21.5
0.545137781,1.022535852,TRUE,22,75,1992,2.8,2.1,288,22.5,54.1,59.1,28,31,82,119,0.689,53,138,0.384,149,194,0.768,135,257,0.525,36.1,55,2.761044177,145,7.279116466,0.379,21,22.5,50.3,54.9,25,26,59,99,0.596,59,148,0.399,114,150,0.76,117,245,0.478,36.9,52,143,0.364,20,21.9,45.7,51.2,23,26,58,92,0.63,30,102,0.294,87,118,0.737,88,194,0.454,26.8,22,71,0.31,3.4,5.18,3.26,4.36,111.5,13.3
0.677688645,0.995528782,TRUE,19,76,1457,2.9,1.6,-61,26.8,47.5,55,16,17,68,127,0.535,27,93,0.29,133,162,0.821,95,220,0.432,31.3,38,2.608098833,100,6.863417982,0.38,18,26.6,48.1,54.5,24,28,108,215,0.502,54,134,0.403,177,237,0.747,163,350,0.466,16.7,26,70,0.371,18,26.6,48.1,54.5,24,28,108,215,0.502,54,134,0.403,177,237,0.747,163,350,0.466,16.7,26,70,0.371,2.25,3.36,1.64,2.81,105.8,8.5
0.800558055,1.137377338,TRUE,18,78,1268,3.1,3.7,123,16.9,54.1,56.5,3,3,37,63,0.587,4,19,0.211,33,44,0.75,41,82,0.5,57.9,43,3.391167192,113,8.911671924,0.381,18,16.9,54.1,56.5,3,3,37,63,0.587,4,19,0.211,33,44,0.75,41,82,0.5,57.9,43,113,0.381,18,16.9,54.1,56.5,3,3,37,63,0.587,4,19,0.211,33,44,0.75,41,82,0.5,57.9,43,113,0.381,1.12,2.38,1.32,1.93,108.5,20.3
0.647277375,0.926018533,TRUE,20,78,1608,1,1.9,289,21.8,44.6,53.1,5,5,35,58,0.603,30,115,0.261,126,159,0.792,65,173,0.376,35.2,36,2.23880597,94,5.845771144,0.383,19,21.8,41.7,50.6,0,1,46,95,0.484,42,142,0.296,159,208,0.764,88,236,0.373,28.5,33,94,0.351,19,21.8,41.7,50.6,0,1,46,95,0.484,42,142,0.296,159,208,0.764,88,236,0.373,28.5,33,94,0.351,3.26,5.95,3.2,4.34,106.3,15.5
0.85732141,1.016268853,TRUE,22,77,1889,1.2,2.4,530,19.6,53.4,56.4,2,3,47,77,0.61,42,100,0.42,48,55,0.873,89,177,0.503,42.9,51,2.699841186,133,7.040762308,0.383,21,15.3,55.1,57.7,3,3,45,63,0.714,32,65,0.492,43,57,0.754,77,128,0.602,43.6,32,99,0.323,20,22,49.5,52.8,0,1,51,79,0.646,47,112,0.42,55,71,0.775,98,191,0.513,35.3,32,104,0.308,4.41,6.44,4.11,4.98,121.6,36.1
0.913717845,1.049345034,TRUE,20,80,1532,4.3,2.6,68,22.2,55.2,60.1,11,11,49,74,0.662,56,121,0.463,86,97,0.887,105,195,0.538,37.1,44,2.872062663,115,7.506527415,0.383,19,18.8,57.4,60.7,21,24,76,125,0.608,23,59,0.39,86,114,0.754,99,184,0.538,40.8,53,127,0.417,18,17.1,54.2,56.2,10,13,49,74,0.662,21,59,0.356,44,62,0.71,70,133,0.526,49.8,49,132,0.371,2.51,3.53,1.64,2.18,107.7,11.3
0.802413547,1.295695577,TRUE,18,78,1232,3.1,1.9,112,28.8,52.1,54.7,3,4,48,87,0.552,42,100,0.42,68,98,0.694,90,187,0.481,43,54,4.383116883,141,11.44480519,0.383,18,28.8,52.1,54.7,3,4,48,87,0.552,42,100,0.42,68,98,0.694,90,187,0.481,43,54,141,0.383,18,28.8,52.1,54.7,3,4,48,87,0.552,42,100,0.42,68,98,0.694,90,187,0.481,43,54,141,0.383,1.76,3.19,0.93,1.18,104.1,8
0.855330989,1.10661924,TRUE,20,79,879,2.2,1.4,76,26,47.8,52.4,4,5,28,42,0.667,30,95,0.316,49,60,0.817,58,136,0.426,34.9,28,3.185437998,73,8.304891923,0.384,19,21.4,52,55.8,11,11,57,83,0.687,46,141,0.326,92,120,0.767,103,224,0.46,39.6,60,147,0.408,19,21.4,52,55.8,11,11,57,83,0.687,46,141,0.326,92,120,0.767,103,224,0.46,39.6,60,147,0.408,1.77,4.26,1,2.51,100.3,5
0.779690195,0.84256279,TRUE,21,77,1742,2.3,1.4,320,29.4,52.6,56.6,10,10,113,173,0.653,65,175,0.371,112,143,0.783,178,347,0.513,19.3,32,1.836969001,83,4.764638347,0.386,20,25.5,51.3,54.2,6,6,97,136,0.713,64,164,0.39,71,93,0.763,161,300,0.537,23.7,27,93,0.29,19,23.8,50.3,52.7,6,6,87,134,0.649,26,98,0.265,66,95,0.695,113,232,0.487,38,50,142,0.352,4.43,6.46,3.27,4.44,118.4,30.5
0.708,0.905250242,TRUE,20,78,2400,3.1,2.8,429,20.2,55.6,58.5,27,27,124,197,0.629,33,90,0.367,99,135,0.733,156,286,0.545,31.6,51,2.125,132,5.5,0.386,19,16.3,48.3,52.6,5,6,33,64,0.516,7,23,0.304,55,70,0.786,40,87,0.46,63,49,148,0.331,18,12.4,56.6,58.7,3,4,16,36,0.444,6,17,0.353,19,25,0.76,22,53,0.415,56.2,31,68,0.456,3.4,6.16,3.13,4.49,117.4,30.9
0.339882333,0.622929226,FALSE,21,75,1901,1.3,1.6,144,26.6,50.1,54.4,11,11,119,205,0.58,63,166,0.38,157,235,0.668,182,371,0.491,11.7,19,0.999473961,49,2.577590742,0.388,20,30.1,45.3,50.3,5,5,83,154,0.539,72,183,0.393,125,186,0.672,155,337,0.46,7.7,7,28,0.25,20,30.1,45.3,50.3,5,5,83,154,0.539,72,183,0.393,125,186,0.672,155,337,0.46,7.7,7,28,0.25,2.97,4.4,2.32,2.87,109.6,6.9
0.859496597,1.048899478,TRUE,20,80,1902,4.1,2.7,309,20.9,57.7,59.8,24,26,93,133,0.699,20,64,0.313,65,90,0.722,113,197,0.574,41.4,54,2.839116719,139,7.30809674,0.388,19,16.4,54.2,56.1,12,15,50,82,0.61,8,33,0.242,37,55,0.673,58,114,0.509,43.3,34,87,0.391,19,16.4,54.2,56.1,12,15,50,82,0.61,8,33,0.242,37,55,0.673,58,114,0.509,43.3,34,87,0.391,4.13,6.48,3.31,5.03,118.7,28.7
0.761933855,0.875812749,TRUE,21,81,1626,4.3,1.5,368,26.2,67.4,68.4,107,115,167,202,0.827,46,103,0.447,99,141,0.702,213,305,0.698,21.2,32,1.96801968,82,5.043050431,0.39,20,23.9,68.4,69.2,84,92,148,185,0.8,42,96,0.438,62,87,0.713,190,281,0.676,7,11,21,0.524,20,23.9,68.4,69.2,84,92,148,185,0.8,42,96,0.438,62,87,0.713,190,281,0.676,7,11,21,0.524,4.18,5.06,4.25,5.1,115.1,20.4
0.967449637,1.006018013,TRUE,19,85,1578,5,2.2,537,21.4,68,69.1,57,57,105,125,0.84,24,50,0.48,71,99,0.717,129,175,0.737,37.5,41,2.598225602,105,6.653992395,0.39,19,21.4,68,69.1,57,57,105,125,0.84,24,50,0.48,71,99,0.717,129,175,0.737,37.5,41,105,0.39,19,21.4,68,69.1,57,57,105,125,0.84,24,50,0.48,71,99,0.717,129,175,0.737,37.5,41,105,0.39,4.61,9.08,3.99,6.49,123.3,41.2
0.894292122,1.248207887,TRUE,23,77,1884,2.3,1.8,322,26.8,53.2,58.5,5,5,89,137,0.65,66,174,0.379,140,156,0.897,155,311,0.498,38.2,75,3.98089172,192,10.1910828,0.391,22,24.7,48.1,54.5,7,8,78,126,0.619,36,119,0.303,116,132,0.879,114,246,0.463,34.2,44,128,0.344,21,22.8,47.4,54.5,3,3,66,113,0.584,40,131,0.305,126,144,0.875,106,244,0.434,32.8,44,119,0.37,5.39,7.9,4.79,5.84,115,16.1
0.607894234,1.096368019,TRUE,22,77,1892,3.2,1,300,29.2,51,59,9,11,88,153,0.575,49,138,0.355,215,259,0.83,137,291,0.471,33.7,58,3.065539112,148,7.822410148,0.392,21,22.2,44.2,50.3,3,3,55,96,0.573,42,142,0.296,121,159,0.761,97,238,0.408,36,45,134,0.336,20,23.9,39.8,45.8,1,3,40,80,0.5,33,107,0.308,101,141,0.716,74,188,0.394,42.9,38,141,0.27,4.14,7.24,3.04,4.55,105.9,14.1
0.987837638,1.169579854,TRUE,22,74,2213,1.1,1,356,25.1,49.8,54.9,2,2,68,145,0.469,70,167,0.419,133,155,0.858,138,313,0.441,38.5,77,3.479439675,196,8.856755535,0.393,21,19.6,53.3,57.1,0,0,51,99,0.515,43,94,0.457,96,124,0.774,93,192,0.484,49.1,72,185,0.389,20,18.1,45.9,50,5,5,50,90,0.556,17,57,0.298,67,90,0.744,67,146,0.459,49.7,44,144,0.306,4.11,7.74,4.06,6.22,114.5,26.5
0.812768848,1.133332786,TRUE,18,75,1567,2.1,2.7,255,20.4,56.4,59.8,4,4,60,90,0.667,22,62,0.355,77,102,0.755,82,152,0.539,45.9,51,3.254626675,129,8.232291002,0.395,18,20.4,56.4,59.8,4,4,60,90,0.667,22,62,0.355,77,102,0.755,82,152,0.539,45.9,51,129,0.395,18,20.4,56.4,59.8,4,4,60,90,0.667,22,62,0.355,77,102,0.755,82,152,0.539,45.9,51,129,0.395,3.66,4.99,3.43,3.73,116,15.9
0.738217312,0.902236203,TRUE,20,78,2042,2.2,1.4,208,24.9,56.2,60.1,25,27,124,186,0.667,53,135,0.393,114,141,0.809,177,321,0.551,24.8,42,2.056807052,106,5.190989226,0.396,19,20.5,44.9,51,8,9,32,59,0.542,18,47,0.383,56,74,0.757,50,106,0.472,36.9,17,62,0.274,18,15.3,50.3,54,8,10,39,66,0.591,12,39,0.308,43,57,0.754,51,105,0.486,43.2,28,80,0.35,3.2,3.93,3.21,3.52,112.1,14.9
0.778293454,1.09480301,TRUE,18,83,1256,3.4,4.6,184,22.8,59.5,64.7,31,31,61,93,0.656,20,43,0.465,106,133,0.797,81,136,0.596,41.4,38,3.025477707,96,7.643312102,0.396,18,22.8,59.5,64.7,31,31,61,93,0.656,20,43,0.465,106,133,0.797,81,136,0.596,41.4,38,96,0.396,18,22.8,59.5,64.7,31,31,61,93,0.656,20,43,0.465,106,133,0.797,81,136,0.596,41.4,38,96,0.396,3.16,6.41,3.36,5.56,114.6,24.6
0.533019793,0.686088106,FALSE,18,83,1942,4.7,2.2,425,25.8,64,64.3,94,98,193,264,0.731,54,118,0.458,131,209,0.627,247,382,0.647,13.2,23,1.184346035,58,2.98661174,0.397,18,25.8,64,64.3,94,98,193,264,0.731,54,118,0.458,131,209,0.627,247,382,0.647,13.2,23,58,0.397,18,25.8,64,64.3,94,98,193,264,0.731,54,118,0.458,131,209,0.627,247,382,0.647,13.2,23,58,0.397,5.54,7.39,5.11,6.01,124.6,34.8
